,casscf,d,hf,z1,z2
1072,-108.80525905666686,2.1,-108.27980899666686,7.000000000000004,6.999999999999996
1073,-108.80046715181835,2.2,-108.23346260181835,7.000000000000004,6.999999999999996
1074,-108.80010797739146,2.3,-108.19178429739146,7.000000000000004,6.999999999999996
1075,-108.7989311833335,2.4,-108.15429126333349,7.000000000000004,6.999999999999996
1076,-108.79827805000016,2.5,-108.12053346000016,7.000000000000004,6.999999999999996
1077,-108.79789099769245,2.6,-108.09010067769245,7.000000000000004,6.999999999999996
1078,-108.79764466296311,2.7,-108.0626246829631,7.000000000000004,6.999999999999996
1079,-108.79747776000013,2.8,-108.03777875000013,7.000000000000004,6.999999999999996
1080,-108.79735856862082,2.9,-108.01527576862082,7.000000000000004,6.999999999999996
1081,-108.79726888666679,3.0,-107.99486532666678,7.000000000000004,6.999999999999996
1082,-108.79719719548399,3.1,-107.97633049548398,7.000000000000004,6.999999999999996
1083,-108.79713589000012,3.2,-107.95948240000013,7.000000000000004,6.999999999999996
1084,-108.7970802378789,3.3,-107.9441588778789,7.000000000000004,6.999999999999996
1085,-108.79702775294129,3.4,-107.93021686294128,7.000000000000004,6.999999999999996
1086,-108.79697764000011,3.5,-107.9175306100001,7.000000000000004,6.999999999999996
1087,-108.79693027222233,3.6,-107.90598635222233,7.000000000000004,6.999999999999996
1088,-108.79688654054064,3.7,-107.89548093054064,7.000000000000004,6.999999999999996
1089,-108.79684742789485,3.8,-107.88591863789485,7.000000000000004,6.999999999999996
1090,-108.7968136351283,3.9,-107.8772104851283,7.000000000000004,6.999999999999996
1091,-108.7967854800001,4.0,-107.8692734200001,7.000000000000004,6.999999999999996
1092,-108.79676283853668,4.1,-107.86203012853667,7.000000000000004,6.999999999999996
1093,-108.79674526333342,4.2,-107.85540827333342,7.000000000000004,6.999999999999996
1094,-108.79673205232567,4.3,-107.84934175232567,7.000000000000004,6.999999999999996
1095,-108.79672246090918,4.4,-107.84376913090918,7.000000000000004,6.999999999999996
1096,-108.79671570777786,4.5,-107.83863473777787,7.000000000000004,6.999999999999996
1097,-108.79671110869573,4.6,-107.83388803869573,7.000000000000004,6.999999999999996
1098,-108.79670807127668,4.7,-107.82948395127669,7.000000000000004,6.999999999999996
1099,-108.79670614666674,4.8,-107.82538091666675,7.000000000000004,6.999999999999996
1100,-108.79670499000008,4.9,-107.82154413000008,7.000000000000004,6.999999999999996
1101,-108.79670433000007,5.0,-107.81794189000007,7.000000000000004,6.999999999999996
